"user_id","last_order_time"
2425,"2022-09-04 16:18:00+03"
2426,"2022-08-31 21:19:00+03"
2427,"2022-09-07 15:45:00+03"
2428,"2022-09-01 04:32:00+03"
2429,"2022-09-01 17:36:00+03"
2430,"2022-09-08 13:48:00+03"
2431,"2022-08-28 11:13:00+03"
2432,"2022-09-07 11:32:00+03"
2433,"2022-08-28 14:47:00+03"
2434,"2022-09-03 21:19:00+03"
2435,"2022-09-06 04:29:00+03"
2436,"2022-08-31 02:33:00+03"
2437,"2022-08-31 12:42:00+03"
2438,"2022-08-27 10:28:00+03"
2439,"2022-09-08 17:15:00+03"
2440,"2022-09-08 02:44:00+03"
2441,"2022-08-30 19:24:00+03"
2442,"2022-08-27 10:32:00+03"
2443,"2022-09-02 10:59:00+03"
2444,"2022-08-27 10:35:00+03"
2445,"2022-08-27 10:35:00+03"
2446,"2022-09-03 22:22:00+03"
2447,"2022-09-06 22:04:00+03"
2448,"2022-09-08 09:02:00+03"
2449,"2022-09-08 20:52:00+03"
2450,"2022-09-05 13:15:00+03"
2451,"2022-08-27 10:42:00+03"
2452,"2022-08-27 10:42:00+03"
2453,"2022-08-30 08:52:00+03"
2454,"2022-09-06 17:30:00+03"
2455,"2022-08-30 21:54:00+03"
2456,"2022-09-07 09:48:00+03"
2457,"2022-08-27 15:40:00+03"
2458,"2022-08-30 18:18:00+03"
2459,"2022-09-04 21:13:00+03"
2460,"2022-09-04 13:13:00+03"
2461,"2022-08-28 15:45:00+03"
2462,"2022-09-02 20:29:00+03"
2463,"2022-09-06 11:41:00+03"
2464,"2022-08-31 09:52:00+03"
2465,"2022-09-05 01:34:00+03"
2466,"2022-08-27 11:58:00+03"
2467,"2022-08-27 10:51:00+03"
2468,"2022-08-27 10:51:00+03"
2469,"2022-09-08 17:56:00+03"
2470,"2022-09-03 01:49:00+03"
2471,"2022-08-30 20:11:00+03"
2472,"2022-08-29 19:20:00+03"
2473,"2022-09-02 06:59:00+03"
2474,"2022-09-03 11:57:00+03"
2475,"2022-08-31 01:21:00+03"
2476,"2022-09-03 20:32:00+03"
2477,"2022-09-01 23:26:00+03"
2478,"2022-09-06 23:42:00+03"
2479,"2022-08-27 10:59:00+03"
2480,"2022-09-07 18:08:00+03"
2481,"2022-09-04 04:27:00+03"
2482,"2022-09-05 17:56:00+03"
2483,"2022-09-03 21:15:00+03"
2484,"2022-09-08 15:36:00+03"
2485,"2022-08-27 11:06:00+03"
2486,"2022-09-02 10:09:00+03"
2487,"2022-08-30 11:13:00+03"
2488,"2022-09-03 18:47:00+03"
2489,"2022-08-27 11:16:00+03"
2490,"2022-08-30 23:24:00+03"
2491,"2022-09-06 19:26:00+03"
2492,"2022-09-04 09:44:00+03"
2493,"2022-09-08 11:57:00+03"
2494,"2022-09-03 20:07:00+03"
2495,"2022-09-02 11:31:00+03"
2496,"2022-08-27 11:21:00+03"
2497,"2022-08-27 18:08:00+03"
2498,"2022-09-02 22:59:00+03"
2499,"2022-08-27 20:26:00+03"
2500,"2022-08-30 06:40:00+03"
2501,"2022-09-03 02:59:00+03"
2502,"2022-09-06 12:54:00+03"
2503,"2022-08-27 22:01:00+03"
2504,"2022-09-02 18:25:00+03"
2505,"2022-09-06 10:52:00+03"
2506,"2022-09-06 23:14:00+03"
2507,"2022-08-30 10:50:00+03"
2508,"2022-08-30 13:41:00+03"
2509,"2022-09-04 16:15:00+03"
2510,"2022-09-04 11:52:00+03"
2511,"2022-09-08 18:00:00+03"
2512,"2022-09-08 22:17:00+03"
2513,"2022-09-03 12:54:00+03"
2514,"2022-08-29 01:03:00+03"
2515,"2022-08-27 11:39:00+03"
2516,"2022-08-27 11:42:00+03"
2517,"2022-08-27 11:44:00+03"
2518,"2022-09-03 20:46:00+03"
2519,"2022-09-07 22:03:00+03"
2520,"2022-09-01 03:12:00+03"
2521,"2022-08-27 11:46:00+03"
2522,"2022-09-06 12:21:00+03"
2523,"2022-09-01 19:08:00+03"
2524,"2022-08-31 02:12:00+03"
2525,"2022-09-05 17:55:00+03"
2526,"2022-09-04 23:57:00+03"
2527,"2022-08-28 22:55:00+03"
2528,"2022-09-05 23:28:00+03"
2529,"2022-09-06 11:48:00+03"
2530,"2022-09-03 21:16:00+03"
2531,"2022-08-28 20:08:00+03"
2532,"2022-09-07 13:48:00+03"
2533,"2022-08-29 21:55:00+03"
2534,"2022-09-02 06:13:00+03"
2535,"2022-09-05 19:22:00+03"
2536,"2022-09-08 14:17:00+03"
2537,"2022-09-05 13:20:00+03"
2538,"2022-09-02 23:19:00+03"
2539,"2022-08-27 12:14:00+03"
2540,"2022-09-05 12:19:00+03"
2541,"2022-09-02 18:14:00+03"
2542,"2022-08-27 17:21:00+03"
2543,"2022-08-31 20:54:00+03"
2544,"2022-09-05 19:05:00+03"
2545,"2022-09-03 22:07:00+03"
2546,"2022-09-05 15:13:00+03"
2547,"2022-08-29 19:35:00+03"
2548,"2022-09-06 15:09:00+03"
2549,"2022-08-27 18:25:00+03"
2550,"2022-09-03 12:57:00+03"
2551,"2022-08-30 09:30:00+03"
2552,"2022-09-04 16:22:00+03"
2553,"2022-09-07 18:22:00+03"
2554,"2022-08-27 22:55:00+03"
2555,"2022-09-04 23:45:00+03"
2556,"2022-08-30 16:50:00+03"
2557,"2022-08-31 20:04:00+03"
2558,"2022-09-07 22:29:00+03"
2559,"2022-09-07 15:24:00+03"
2560,"2022-09-08 09:53:00+03"
2561,"2022-09-02 00:53:00+03"
2562,"2022-09-06 14:45:00+03"
2563,"2022-09-02 02:03:00+03"
2564,"2022-08-27 12:44:00+03"
2565,"2022-08-27 12:48:00+03"
2566,"2022-08-31 10:31:00+03"
2567,"2022-09-05 22:05:00+03"
2568,"2022-09-01 08:33:00+03"
2569,"2022-09-07 00:36:00+03"
2570,"2022-08-30 19:18:00+03"
2571,"2022-09-07 18:41:00+03"
2572,"2022-09-08 20:03:00+03"
2573,"2022-09-06 21:12:00+03"
2574,"2022-09-08 14:01:00+03"
2575,"2022-08-29 18:29:00+03"
2576,"2022-09-01 10:23:00+03"
2577,"2022-08-30 19:33:00+03"
2578,"2022-09-08 19:14:00+03"
2579,"2022-09-03 21:33:00+03"
2580,"2022-09-04 00:56:00+03"
2581,"2022-09-07 19:37:00+03"
2582,"2022-09-04 09:18:00+03"
2583,"2022-09-02 14:48:00+03"
2584,"2022-09-08 10:09:00+03"
2585,"2022-09-06 10:17:00+03"
2586,"2022-09-08 14:05:00+03"
2587,"2022-09-05 13:09:00+03"
2588,"2022-08-31 17:14:00+03"
2589,"2022-08-27 13:11:00+03"
2590,"2022-08-30 06:22:00+03"
2591,"2022-09-01 19:09:00+03"
2592,"2022-09-08 11:47:00+03"
2593,"2022-09-03 23:09:00+03"
2594,"2022-09-07 19:06:00+03"
2595,"2022-09-02 11:28:00+03"
2596,"2022-09-07 10:34:00+03"
2597,"2022-08-27 13:23:00+03"
2598,"2022-09-06 02:40:00+03"
2599,"2022-09-08 09:27:00+03"
2600,"2022-09-08 04:29:00+03"
2601,"2022-09-06 22:41:00+03"
2602,"2022-08-31 02:55:00+03"
2603,"2022-08-30 09:51:00+03"
2604,"2022-09-02 09:11:00+03"
2605,"2022-08-27 19:26:00+03"
2606,"2022-09-02 21:17:00+03"
2607,"2022-08-27 13:34:00+03"
2608,"2022-09-02 18:39:00+03"
2609,"2022-09-03 16:01:00+03"
2610,"2022-09-06 19:52:00+03"
2611,"2022-08-30 19:28:00+03"
2612,"2022-08-27 15:59:00+03"
2613,"2022-08-28 13:43:00+03"
2614,"2022-08-31 02:36:00+03"
2615,"2022-09-06 15:50:00+03"
2616,"2022-08-28 22:54:00+03"
2617,"2022-09-07 22:53:00+03"
2618,"2022-09-04 12:29:00+03"
2619,"2022-08-27 19:58:00+03"
2620,"2022-09-04 18:47:00+03"
2621,"2022-09-05 19:19:00+03"
2622,"2022-08-27 13:52:00+03"
2623,"2022-09-02 18:12:00+03"
2624,"2022-09-05 00:56:00+03"
2625,"2022-08-28 13:41:00+03"
2626,"2022-09-08 21:46:00+03"
2627,"2022-08-27 22:07:00+03"
2628,"2022-09-02 20:23:00+03"
2629,"2022-08-27 13:59:00+03"
2630,"2022-09-05 22:56:00+03"
2631,"2022-09-01 17:58:00+03"
2632,"2022-08-27 14:04:00+03"
2633,"2022-09-03 20:11:00+03"
2634,"2022-09-07 02:57:00+03"
2635,"2022-08-30 20:50:00+03"
2636,"2022-09-03 22:51:00+03"
2637,"2022-09-01 17:11:00+03"
2638,"2022-09-03 10:00:00+03"
2639,"2022-09-04 12:33:00+03"
2640,"2022-08-27 14:09:00+03"
2641,"2022-09-07 21:23:00+03"
2642,"2022-09-06 22:49:00+03"
2643,"2022-09-01 20:07:00+03"
2644,"2022-09-01 11:24:00+03"
2645,"2022-09-07 10:42:00+03"
2646,"2022-08-30 13:12:00+03"
2647,"2022-09-07 07:58:00+03"
2648,"2022-09-03 23:27:00+03"
2649,"2022-09-08 16:16:00+03"
2650,"2022-09-03 16:12:00+03"
2651,"2022-09-07 22:43:00+03"
2652,"2022-09-04 06:46:00+03"
2653,"2022-08-27 14:27:00+03"
2654,"2022-09-07 22:17:00+03"
2655,"2022-09-01 22:01:00+03"
2656,"2022-09-07 22:45:00+03"
2657,"2022-09-08 23:16:00+03"
2658,"2022-08-27 14:44:00+03"
2659,"2022-09-07 20:49:00+03"
2660,"2022-08-31 17:25:00+03"
2661,"2022-09-08 22:14:00+03"
2662,"2022-09-04 18:51:00+03"
2663,"2022-09-07 15:01:00+03"
2664,"2022-09-05 17:59:00+03"
2665,"2022-09-01 12:08:00+03"
2666,"2022-09-06 21:12:00+03"
2667,"2022-08-29 21:18:00+03"
2668,"2022-09-04 17:07:00+03"
2669,"2022-08-28 23:28:00+03"
2670,"2022-09-01 17:58:00+03"
2671,"2022-09-01 16:02:00+03"
2672,"2022-08-27 15:03:00+03"
2673,"2022-09-01 09:51:00+03"
2674,"2022-09-06 08:27:00+03"
2675,"2022-09-05 04:32:00+03"
2676,"2022-09-07 21:22:00+03"
2677,"2022-09-03 10:11:00+03"
2678,"2022-08-27 15:09:00+03"
2679,"2022-09-08 20:31:00+03"
2680,"2022-09-04 09:39:00+03"
2681,"2022-08-30 14:49:00+03"
2682,"2022-09-03 19:46:00+03"
2683,"2022-09-04 22:55:00+03"
2684,"2022-09-02 19:13:00+03"
2685,"2022-09-01 06:27:00+03"
2686,"2022-09-02 23:49:00+03"
2687,"2022-09-06 18:25:00+03"
2688,"2022-09-03 01:56:00+03"
2689,"2022-08-31 21:06:00+03"
2690,"2022-08-29 12:45:00+03"
2691,"2022-08-27 15:21:00+03"
2692,"2022-08-31 19:28:00+03"
2693,"2022-09-05 17:39:00+03"
2694,"2022-08-29 02:55:00+03"
2695,"2022-08-28 01:54:00+03"
2696,"2022-09-08 18:09:00+03"
2697,"2022-08-27 15:25:00+03"
2698,"2022-09-03 20:35:00+03"
2699,"2022-08-28 21:09:00+03"
2700,"2022-09-03 10:37:00+03"
2701,"2022-09-06 10:39:00+03"
2702,"2022-08-27 15:42:00+03"
2703,"2022-09-05 23:31:00+03"
2704,"2022-08-27 15:43:00+03"
2705,"2022-09-07 08:11:00+03"
2706,"2022-09-07 07:49:00+03"
2707,"2022-09-07 18:43:00+03"
2708,"2022-09-04 17:40:00+03"
2709,"2022-08-27 15:48:00+03"
2710,"2022-09-02 06:22:00+03"
2711,"2022-08-27 15:50:00+03"
2712,"2022-08-27 17:54:00+03"
2713,"2022-09-07 18:11:00+03"
2714,"2022-08-29 07:10:00+03"
2715,"2022-09-03 10:08:00+03"
2716,"2022-09-01 23:43:00+03"
2717,"2022-09-01 11:06:00+03"
2718,"2022-09-03 06:59:00+03"
2719,"2022-08-27 15:57:00+03"
2720,"2022-08-31 14:35:00+03"
2721,"2022-09-06 07:07:00+03"
2722,"2022-09-07 21:47:00+03"
2723,"2022-08-31 11:28:00+03"
2724,"2022-09-01 15:43:00+03"
2725,"2022-09-04 20:52:00+03"
2727,"2022-09-03 19:08:00+03"
2728,"2022-09-02 05:14:00+03"
2729,"2022-08-31 22:24:00+03"
2730,"2022-09-05 09:13:00+03"
2731,"2022-09-04 11:20:00+03"
2732,"2022-09-05 11:01:00+03"
2733,"2022-08-27 16:12:00+03"
2734,"2022-08-31 13:07:00+03"
2735,"2022-09-02 11:04:00+03"
2736,"2022-08-29 23:42:00+03"
2737,"2022-08-28 19:34:00+03"
2738,"2022-09-07 13:28:00+03"
2739,"2022-09-08 17:43:00+03"
2740,"2022-09-06 17:44:00+03"
2741,"2022-08-31 11:24:00+03"
2742,"2022-08-27 16:35:00+03"
2743,"2022-08-29 17:50:00+03"
2744,"2022-09-02 18:42:00+03"
2745,"2022-09-01 11:01:00+03"
2746,"2022-08-27 16:37:00+03"
2747,"2022-09-05 05:17:00+03"
2748,"2022-08-27 16:39:00+03"
2749,"2022-09-01 00:54:00+03"
2750,"2022-09-01 20:58:00+03"
2751,"2022-08-31 13:42:00+03"
2752,"2022-09-03 17:08:00+03"
2753,"2022-09-05 10:55:00+03"
2754,"2022-09-01 04:33:00+03"
2755,"2022-08-31 15:46:00+03"
2756,"2022-08-30 17:28:00+03"
2757,"2022-09-06 05:02:00+03"
2758,"2022-09-01 01:29:00+03"
2759,"2022-09-05 00:26:00+03"
2760,"2022-09-05 11:50:00+03"
2761,"2022-09-08 23:56:00+03"
2762,"2022-08-31 12:11:00+03"
2763,"2022-09-08 17:08:00+03"
2764,"2022-08-31 05:53:00+03"
2765,"2022-08-27 18:42:00+03"
2766,"2022-08-31 08:20:00+03"
2767,"2022-09-04 18:39:00+03"
2768,"2022-08-31 15:27:00+03"
2769,"2022-09-07 15:38:00+03"
2770,"2022-08-27 16:59:00+03"
2771,"2022-09-05 04:49:00+03"
2772,"2022-09-03 14:02:00+03"
2773,"2022-09-03 10:27:00+03"
2774,"2022-09-01 09:56:00+03"
2775,"2022-09-05 08:59:00+03"
2776,"2022-09-03 15:25:00+03"
2777,"2022-09-08 19:53:00+03"
2778,"2022-09-05 18:33:00+03"
2779,"2022-09-05 19:57:00+03"
2780,"2022-09-08 23:29:00+03"
2781,"2022-09-03 05:21:00+03"
2782,"2022-08-31 15:03:00+03"
2783,"2022-08-31 22:43:00+03"
2784,"2022-09-01 19:05:00+03"
2785,"2022-08-31 18:35:00+03"
2786,"2022-09-07 08:28:00+03"
2787,"2022-09-02 12:20:00+03"
2788,"2022-09-08 11:28:00+03"
2789,"2022-09-05 23:14:00+03"
2790,"2022-09-04 17:49:00+03"
2791,"2022-08-27 17:18:00+03"
2792,"2022-09-01 20:31:00+03"
2793,"2022-08-27 17:24:00+03"
2794,"2022-08-28 00:26:00+03"
2795,"2022-09-08 11:26:00+03"
2796,"2022-09-05 23:14:00+03"
2797,"2022-08-27 17:21:00+03"
2798,"2022-09-02 16:51:00+03"
2799,"2022-09-02 19:11:00+03"
2800,"2022-08-31 09:30:00+03"
2801,"2022-09-04 21:37:00+03"
2802,"2022-09-01 06:03:00+03"
2803,"2022-09-05 10:30:00+03"
2804,"2022-09-05 21:44:00+03"
2805,"2022-09-03 19:05:00+03"
2806,"2022-09-07 11:00:00+03"
2807,"2022-09-04 18:34:00+03"
2808,"2022-09-03 21:53:00+03"
2809,"2022-09-01 20:44:00+03"
2810,"2022-09-05 10:55:00+03"
2811,"2022-08-27 17:32:00+03"
2812,"2022-08-28 22:28:00+03"
2813,"2022-08-27 17:33:00+03"
2814,"2022-09-04 18:10:00+03"
2815,"2022-08-27 17:37:00+03"
2816,"2022-08-29 11:20:00+03"
2817,"2022-09-07 09:07:00+03"
2818,"2022-09-05 14:08:00+03"
2819,"2022-09-01 14:34:00+03"
2820,"2022-09-03 21:33:00+03"
2821,"2022-08-27 17:41:00+03"
2822,"2022-09-01 18:59:00+03"
2823,"2022-09-03 16:13:00+03"
2824,"2022-08-27 17:45:00+03"
2825,"2022-09-05 09:07:00+03"
2826,"2022-08-31 18:58:00+03"
2827,"2022-09-04 01:23:00+03"
2828,"2022-08-27 17:53:00+03"
2829,"2022-09-01 03:33:00+03"
2830,"2022-09-07 21:51:00+03"
2831,"2022-09-03 19:02:00+03"
2832,"2022-08-27 17:56:00+03"
2833,"2022-09-04 21:11:00+03"
2834,"2022-08-28 01:42:00+03"
2835,"2022-09-04 18:45:00+03"
2836,"2022-09-03 21:21:00+03"
2837,"2022-09-08 10:09:00+03"
2838,"2022-08-28 10:30:00+03"
2839,"2022-09-04 21:17:00+03"
2840,"2022-08-27 18:00:00+03"
2841,"2022-09-03 09:43:00+03"
2842,"2022-09-03 13:14:00+03"
2843,"2022-09-04 23:05:00+03"
2844,"2022-09-02 14:43:00+03"
2845,"2022-09-04 00:22:00+03"
2846,"2022-08-27 18:04:00+03"
2847,"2022-09-03 21:23:00+03"
2848,"2022-09-04 22:59:00+03"
2849,"2022-08-28 23:39:00+03"
2850,"2022-09-05 20:44:00+03"
2851,"2022-09-07 20:08:00+03"
2852,"2022-09-06 09:42:00+03"
2853,"2022-09-07 10:35:00+03"
2854,"2022-09-06 21:56:00+03"
2855,"2022-09-03 19:17:00+03"
2856,"2022-09-01 15:17:00+03"
2857,"2022-09-04 09:21:00+03"
2858,"2022-09-05 08:16:00+03"
2859,"2022-08-29 19:04:00+03"
2860,"2022-09-02 17:27:00+03"
2861,"2022-09-06 17:43:00+03"
2862,"2022-08-27 18:19:00+03"
2863,"2022-09-03 22:20:00+03"
2864,"2022-09-07 20:40:00+03"
2865,"2022-08-27 18:22:00+03"
2866,"2022-09-01 21:56:00+03"
2867,"2022-08-30 19:17:00+03"
2868,"2022-08-28 00:17:00+03"
2869,"2022-09-03 08:10:00+03"
2870,"2022-09-03 10:46:00+03"
2871,"2022-09-01 08:05:00+03"
2872,"2022-08-29 22:51:00+03"
2873,"2022-09-06 11:43:00+03"
2874,"2022-09-03 23:30:00+03"
2875,"2022-08-27 21:28:00+03"
2876,"2022-08-27 18:34:00+03"
2877,"2022-08-31 16:11:00+03"
2878,"2022-08-28 15:35:00+03"
2879,"2022-09-03 12:16:00+03"
2880,"2022-09-08 21:18:00+03"
2881,"2022-09-01 05:49:00+03"
2882,"2022-09-07 20:01:00+03"
2883,"2022-09-04 14:33:00+03"
2884,"2022-09-02 20:54:00+03"
2885,"2022-09-03 11:45:00+03"
2886,"2022-09-05 15:15:00+03"
2887,"2022-08-27 18:44:00+03"
2888,"2022-09-01 00:03:00+03"
2889,"2022-09-02 22:11:00+03"
2890,"2022-09-01 05:03:00+03"
2891,"2022-09-03 20:15:00+03"
2892,"2022-09-07 16:19:00+03"
2893,"2022-08-27 21:20:00+03"
2894,"2022-09-08 20:53:00+03"
2895,"2022-09-04 13:05:00+03"
2896,"2022-08-27 18:50:00+03"
2897,"2022-09-07 19:38:00+03"
2898,"2022-09-03 14:08:00+03"
2899,"2022-08-29 07:03:00+03"
2900,"2022-08-27 18:53:00+03"
2901,"2022-08-28 18:20:00+03"
2902,"2022-09-02 09:34:00+03"
2903,"2022-08-30 13:34:00+03"
2904,"2022-09-08 09:21:00+03"
2905,"2022-08-31 13:46:00+03"
2906,"2022-08-31 16:45:00+03"
2907,"2022-08-29 18:06:00+03"
2908,"2022-09-03 22:21:00+03"
2909,"2022-08-29 23:12:00+03"
2910,"2022-08-27 18:59:00+03"
2911,"2022-09-04 21:20:00+03"
2912,"2022-09-04 13:58:00+03"
2913,"2022-08-31 12:19:00+03"
2914,"2022-08-29 13:21:00+03"
2915,"2022-09-05 16:34:00+03"
2916,"2022-09-08 11:41:00+03"
2917,"2022-09-05 19:46:00+03"
2918,"2022-09-03 22:42:00+03"
2921,"2022-09-06 23:38:00+03"
2922,"2022-09-08 08:27:00+03"
2923,"2022-08-27 19:10:00+03"
2924,"2022-08-30 22:41:00+03"
2925,"2022-09-01 11:04:00+03"
2926,"2022-09-08 19:28:00+03"
2927,"2022-08-29 07:13:00+03"
2928,"2022-09-04 03:20:00+03"
2929,"2022-09-04 13:23:00+03"
2930,"2022-08-31 15:49:00+03"
2931,"2022-09-08 01:47:00+03"
2932,"2022-09-04 09:16:00+03"
2933,"2022-09-04 16:38:00+03"
2934,"2022-09-03 01:12:00+03"
2935,"2022-09-06 09:42:00+03"
2936,"2022-08-27 19:20:00+03"
2937,"2022-08-28 16:49:00+03"
2938,"2022-09-04 07:26:00+03"
2939,"2022-08-27 19:23:00+03"
2940,"2022-09-07 13:45:00+03"
2941,"2022-09-02 12:40:00+03"
2942,"2022-08-27 19:25:00+03"
2943,"2022-09-08 21:15:00+03"
2944,"2022-09-01 13:23:00+03"
2945,"2022-08-27 19:26:00+03"
2946,"2022-09-04 01:36:00+03"
2947,"2022-09-07 21:06:00+03"
2948,"2022-09-07 19:57:00+03"
2949,"2022-08-30 02:11:00+03"
2950,"2022-09-07 23:56:00+03"
2951,"2022-09-07 19:52:00+03"
2952,"2022-09-06 15:22:00+03"
2953,"2022-09-08 20:57:00+03"
2954,"2022-09-06 17:34:00+03"
2955,"2022-09-03 00:49:00+03"
2956,"2022-09-04 15:33:00+03"
2957,"2022-08-30 06:35:00+03"
2958,"2022-09-06 15:29:00+03"
2959,"2022-09-07 21:38:00+03"
2960,"2022-08-27 19:41:00+03"
2961,"2022-09-02 02:11:00+03"
2962,"2022-09-06 20:38:00+03"
2963,"2022-08-31 11:06:00+03"
2964,"2022-08-29 07:41:00+03"
2965,"2022-09-08 19:55:00+03"
2966,"2022-08-27 19:49:00+03"
2967,"2022-08-30 11:56:00+03"
2968,"2022-09-05 18:22:00+03"
2969,"2022-09-03 05:42:00+03"
2970,"2022-08-27 19:55:00+03"
2971,"2022-09-08 19:50:00+03"
2972,"2022-09-03 02:39:00+03"
2973,"2022-09-06 14:28:00+03"
2974,"2022-09-06 17:13:00+03"
2975,"2022-09-06 02:59:00+03"
2976,"2022-09-06 09:50:00+03"
2977,"2022-09-07 23:24:00+03"
2978,"2022-09-04 11:32:00+03"
2979,"2022-08-28 16:23:00+03"
2980,"2022-08-31 18:26:00+03"
2981,"2022-09-01 18:27:00+03"
2982,"2022-08-28 01:52:00+03"
2983,"2022-09-02 07:46:00+03"
2984,"2022-08-31 14:11:00+03"
2985,"2022-09-01 09:05:00+03"
2986,"2022-08-30 11:00:00+03"
2987,"2022-09-02 20:39:00+03"
2988,"2022-09-04 17:51:00+03"
2989,"2022-08-28 17:32:00+03"
2990,"2022-09-03 12:16:00+03"
2991,"2022-08-29 19:10:00+03"
2992,"2022-09-05 07:45:00+03"
2993,"2022-09-04 16:07:00+03"
2994,"2022-08-31 10:54:00+03"
2995,"2022-09-08 12:30:00+03"
2996,"2022-08-27 20:13:00+03"
2997,"2022-08-29 19:08:00+03"
2998,"2022-09-06 01:57:00+03"
2999,"2022-09-03 11:34:00+03"
3000,"2022-08-31 10:25:00+03"
3001,"2022-08-27 20:16:00+03"
3002,"2022-09-08 15:58:00+03"
3003,"2022-09-03 18:48:00+03"
3004,"2022-08-31 21:59:00+03"
3005,"2022-09-04 17:44:00+03"
3006,"2022-09-08 00:40:00+03"
3007,"2022-09-04 10:43:00+03"
3008,"2022-08-30 00:13:00+03"
3009,"2022-09-05 23:34:00+03"
3010,"2022-09-08 01:51:00+03"
3011,"2022-09-08 13:16:00+03"
3012,"2022-09-01 23:03:00+03"
3013,"2022-09-08 12:16:00+03"
3014,"2022-09-02 12:32:00+03"
3015,"2022-08-27 20:30:00+03"
3016,"2022-09-04 19:05:00+03"
3017,"2022-09-03 10:12:00+03"
3018,"2022-08-30 23:20:00+03"
3019,"2022-09-01 23:05:00+03"
3020,"2022-09-03 09:42:00+03"
3021,"2022-08-27 20:35:00+03"
3022,"2022-08-27 20:52:00+03"
3023,"2022-08-27 20:36:00+03"
3024,"2022-09-03 16:49:00+03"
3025,"2022-09-06 21:33:00+03"
3026,"2022-09-04 18:37:00+03"
3027,"2022-09-06 21:13:00+03"
3028,"2022-09-07 23:25:00+03"
3029,"2022-09-06 21:42:00+03"
3030,"2022-08-27 20:47:00+03"
3031,"2022-08-27 20:47:00+03"
3032,"2022-09-03 22:49:00+03"
3033,"2022-09-08 20:52:00+03"
3034,"2022-08-29 14:30:00+03"
3035,"2022-08-29 12:33:00+03"
3036,"2022-09-04 21:20:00+03"
3037,"2022-09-08 15:32:00+03"
3038,"2022-09-06 07:58:00+03"
3039,"2022-08-28 19:05:00+03"
3040,"2022-09-06 13:05:00+03"
3041,"2022-09-05 11:35:00+03"
3042,"2022-08-27 20:57:00+03"
3043,"2022-09-03 06:38:00+03"
3044,"2022-09-08 12:00:00+03"
3045,"2022-08-27 20:56:00+03"
3046,"2022-09-06 18:21:00+03"
3047,"2022-08-30 03:06:00+03"
3048,"2022-09-04 00:02:00+03"
3049,"2022-09-06 17:49:00+03"
3050,"2022-08-28 07:37:00+03"
3051,"2022-09-03 22:15:00+03"
3052,"2022-09-05 09:28:00+03"
3053,"2022-09-02 15:30:00+03"
3054,"2022-09-04 18:28:00+03"
3055,"2022-08-28 21:57:00+03"
3056,"2022-09-05 05:30:00+03"
3057,"2022-09-04 15:13:00+03"
3058,"2022-09-01 08:31:00+03"
3059,"2022-08-30 16:36:00+03"
3060,"2022-09-02 23:54:00+03"
3061,"2022-09-03 17:46:00+03"
3062,"2022-08-28 04:38:00+03"
3063,"2022-09-02 10:58:00+03"
3064,"2022-08-29 01:54:00+03"
3065,"2022-09-02 23:14:00+03"
3066,"2022-08-29 23:59:00+03"
3067,"2022-08-27 21:19:00+03"
3068,"2022-09-03 19:04:00+03"
3069,"2022-08-30 03:20:00+03"
3070,"2022-09-03 23:21:00+03"
3071,"2022-08-27 21:26:00+03"
3072,"2022-09-02 14:19:00+03"
3073,"2022-08-30 05:02:00+03"
3074,"2022-09-04 19:32:00+03"
3075,"2022-08-31 21:32:00+03"
3076,"2022-09-01 07:45:00+03"
3077,"2022-09-06 19:05:00+03"
3078,"2022-09-01 23:39:00+03"
3079,"2022-09-07 19:38:00+03"
3080,"2022-08-29 04:09:00+03"
3081,"2022-09-02 23:42:00+03"
3082,"2022-09-03 14:14:00+03"
3083,"2022-09-05 12:52:00+03"
3084,"2022-08-31 08:41:00+03"
3085,"2022-09-06 04:50:00+03"
3086,"2022-08-30 20:46:00+03"
3087,"2022-09-06 07:05:00+03"
3088,"2022-08-28 14:23:00+03"
3089,"2022-08-29 23:06:00+03"
3090,"2022-08-27 21:51:00+03"
3091,"2022-09-06 14:20:00+03"
3092,"2022-08-30 05:17:00+03"
3093,"2022-09-03 07:22:00+03"
3094,"2022-08-27 21:54:00+03"
3095,"2022-09-03 11:06:00+03"
3096,"2022-09-03 19:40:00+03"
3097,"2022-09-07 14:34:00+03"
3098,"2022-08-28 20:40:00+03"
3099,"2022-09-08 18:20:00+03"
3100,"2022-09-01 14:22:00+03"
3101,"2022-09-05 06:19:00+03"
3102,"2022-09-03 19:43:00+03"
3103,"2022-08-27 22:02:00+03"
3104,"2022-09-04 05:48:00+03"
3105,"2022-09-07 19:18:00+03"
3106,"2022-09-01 17:20:00+03"
3107,"2022-08-30 20:01:00+03"
3108,"2022-09-08 10:29:00+03"
3109,"2022-08-31 20:23:00+03"
3110,"2022-09-03 11:39:00+03"
3111,"2022-08-28 13:50:00+03"
3112,"2022-09-03 13:04:00+03"
3113,"2022-09-05 23:26:00+03"
3114,"2022-09-01 12:51:00+03"
3115,"2022-08-30 04:29:00+03"
3116,"2022-09-03 15:39:00+03"
3117,"2022-08-31 15:41:00+03"
3118,"2022-09-08 22:12:00+03"
3119,"2022-09-02 17:10:00+03"
3120,"2022-09-07 22:40:00+03"
3121,"2022-08-30 08:25:00+03"
3122,"2022-09-05 19:37:00+03"
3123,"2022-09-06 14:43:00+03"
3124,"2022-08-30 00:00:00+03"
3125,"2022-09-03 20:49:00+03"
3126,"2022-09-08 19:09:00+03"
